기사id,카테고리,제목,날짜,요약문,원문
17,노동·일,현대자동차 첫 온라인 판매,2021/09/15,대리점 영업사원 등 노조가 반대해왔던 게 커요 🙅. 영업 사원들은 자동차 판매 실적에 따라 수수료를 받는데요. 차를 온라인으로 소비자에게 직접 팔면 영업사원의 수입이 줄어들어요. 온라인 판매가 늘면 일자리가 사라질 수 있다며 반대해왔고요. 기아차가 첫 전기차 EV6의 사전예약을  온라인으로 받으려 했을 때도 노조가 강하게 반발해 결국 온·오프라인에서 같이 받는 걸로 바꿨어요. 테슬라와 한국GM이 온라인 판매를 할 수 있었던 건 영업 사원 노조가 없었기 때문이라고.,https://www.seoul.co.kr/news/newsView.php?id=20210823500113
18,경제,'수리할 권리' 보장법 발의,2021/09/15,"아이폰을 쓴다면 더 고민될 수 있어요 🍎. 애플은 사설 업체에서 수리한 흔적이 있으면 휴대폰을 고쳐주지 않거든요. 이런 애플의 정책에 대해 비판이 많았어요: “애플이 사실상 AS 권한 독차지한 거 아냐? 그래놓고 수리비 비싸게 받는다!” 소비자의 ‘수리할 권리’를 지켜야 한다는 얘기가 계속 나왔는데, 그제(13일) 국회에서 ‘휴대폰 수리권 보장법’이 발의됐어요.",https://newsis.com/view/?id=NISX20210912_0001580745
18,경제,'수리할 권리' 보장법 발의,2021/09/15,"수리할 권리(Right to Repair)
	내가 산 물건은 내 거니까, 어디서 어떻게 고칠지도 내가 자유롭게 선택할 수 있어야 한다는 거예요 🛠. 꼭 공식 서비스센터에 수리를 맡기지 않더라도, 부품을 사서 직접 고치거나 사설 수리업체를 이용할 수 있어야 한다는 것. 2000년대 초에 미국에서 이런 주장이 처음 나와 호응을 얻었고, 다른 나라로도 퍼졌어요.",https://ko.ifixit.com/Right-to-Repair/Intro
18,경제,'수리할 권리' 보장법 발의,2021/09/15,"말 그대로 소비자나 사설 수리업체가 쉽게 휴대폰을 고칠 수 있게 하는 거예요. 휴대폰을 고치는데 필요한 부품·매뉴얼·장비 등을 구하려고 할 때, 애플·삼성 등 휴대폰 제조사가 뚜렷한 이유 없이 거절하지 못하게 하고요. 법이 만들어지면:",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2P1P0Z8H1G9I1H5I0T3M1E9H5J4P1
18,경제,'수리할 권리' 보장법 발의,2021/09/15,"세계적으로 수리할 권리를 지켜야 한다는 목소리가 높아지자, 애플은 자격을 갖춘 몇몇 일반 수리점에도 애플 제품을 고칠 수 있는 권한을 주겠다고 했어요. 더 많은 나라의 사설 수리점에 정품 부품과 장비를 제공하기로 했다고.",http://www.newsian.co.kr/news/articleView.html?idxno=50930
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"위드 코로나 얘기가 나오기 시작한 건 사실 작년부터예요. 전염성이 강한 코로나19 특성상 팬데믹 상황이 언제 끝날지 불투명한데, 사람들의 활동을 제한하고 규제하는 게 오히려 다른 사회 문제로 이어진다는 지적이 있었거든요(예: 아이들의 교육 문제, 자영업자의 피해 등). 그리고 올해 백신 접종도 시작했으니, 이제는 조금씩 일상으로 돌아가도 되지 않냐는 거예요.",https://www.sisain.co.kr/news/articleView.html?idxno=43908
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"일부에서는 감염력이 높은 델타 변이 바이러스가 나타난 이상, 확진자 수를 이전처럼 확 줄이기는 불가능해졌다고 보고 있어요. 1년 동안 사회적 거리두기를 했지만 코로나19 상황이 나아지지 않았으니, 이제 어쩔 수 없이 코로나19와 함께 생활하려는 노력을 해야 한다는 거예요.",https://health.chosun.com/site/data/html_dir/2021/09/07/2021090701416.html
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"최근 정부는 ‘위드 코로나’라는 용어 대신, ‘단계적 일상 회복 방안’이라는 용어를 사용할 거라고 밝혔어요. 사실 ‘위드 코로나’는 해외에서 쓰기 시작한 용어로, 아직 정확한 정의가 없는데요. 쓰는 사람에 따라 의미가 다소 달라질 수 있어요. 일부에서는 종종 사회적 거리두기를 아예 하지 않는다는 의미로 쓰이기도 하거든요. 정부는 이 때문에 ‘방역에 신경 쓰지 않아도 된다’라는 인식이 생겨 국민들의 긴장감이 낮아질 수 있다며 다른 표현을 쓰겠다고 한 건데요. 아직까지는 주요 언론이나 사람들 사이에 ‘위드 코로나’가 가장 널리 사용되고 있어요.",https://news.jtbc.joins.com/article/article.aspx?news_id=NB12022794
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,맞아요. 위드 코로나에 찬성하는 사람들은 사회 이곳저곳의 문제들이 더 심각해지기 전에 방역 시스템을 빨리 전환해야 한다고 목소리 내고 있어요.,https://www.joongang.co.kr/article/25004181
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"사회적 약자 위험해: 코로나19의 여파는 사회적 약자에게 더욱 가혹하다는 연구 결과도 있어. 아이들은 온라인으로 학교 수업을 들어야 해서 학습 격차가 엄청나게 벌어졌고, 학교에 가지 못해 밥을 거르는 아이들이 많아졌어. 무료 급식소 문도 닫아 노인들도 어려움을 겪고 있고. 코로나19로 사각지대에 놓인 사람들이 많아진 만큼, 얼른 일상으로 돌아가야 해.",https://www.bbc.com/korean/features-51797503
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"2차 피해로 죽는 사람이 더 많아: 코로나19 바이러스 때문이 아니라, 코로나19로 인해 발생한 여러 문제 때문에 목숨을 잃는 사람들이 더 많다는 조사 결과도 있어. 작년 초과사망* 4000건을 분석해보니, 코로나19에 걸려 사망한 사람들(800명)보다 그 외 다른 이유로 사망한 사람들이 4배는 더 많았어(3200명). 코로나19 방역에 집중하느라 제대로 관리하지 못했거나 혹은 생활이 어려워져 스스로 목숨을 끊은 사람들이 많아진 것으로 보여. 위드 코로나로 전환하면 이런 2차적인 피해도 줄어들 거야.",http://www.kukinews.com/newsView/kuk202108110271
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"집단 면역도 어려워졌어: 집단 면역은 대부분의 사람이 바이러스에 대한 면역력을 가지게 되면, 감염병이 퍼지는 속도가 느려질 거라고 기대하는 거잖아. 그런데 델타 변이 바이러스가 퍼지면서 집단 면역도 어려워졌어. 이런 상황에서 계속 엄격하게 통제하는 건 의미가 없어. 위드 코로나로 전환하고 위험한 환자 관리에 집중하는 게 맞아.",https://news.sbs.co.kr/news/endPage.do?news_id=N1006451022
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,매출 너무 많이 줄었어: 일주일 동안 서울시 야간 매출을 2019년 같은 기간과 비교한 결과 모든 지역에서 매출이 약 40% 줄었고요(한국신용데이터). 올해 상반기 국내 식당·술집 판매액 지수는 통계 작성이 시작된 2010년 이후로 가장 낮았어요(국가통계포털). ,https://imnews.imbc.com/news/2021/society/article/6297504_34873.html
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,기초생활수급자도 늘었어: 자영업에 종사하는 기초생활수급자는 코로나19 이전보다 45% 늘어난 것으로 나타났어요(보건복지부). ,https://www.hankyung.com/economy/article/2021090786491
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,고용도 줄었어: 자영업자의 평균 고용인원은 코로나19 상황 전 4명에서 2.1명으로 줄었어요(코로나19 전국자영업자비상대책위원회).,https://www.edaily.co.kr/news/read?newsId=03378406628988240
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"이렇게 자영업자들이 피해를 보면, 전체 경기가 안 좋아질 수밖에 없어요. 사장님들도 소비를 확 줄이고 허리띠를 졸라매야 하기 때문. 여행업, 운송업 등 코로나19 직격탄을 맞은 회사가 아닌 다른 대기업도 힘들어지는 거예요. 이 때문에 실제 대기업들이 채용을 줄이고 있고요. ",https://www.chosun.com/economy/industry-company/2021/09/05/HNXETDGPXBETPBMK2S2PHSCORM/
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"코로나19가 본격적으로 퍼지기 시작했던 작년, 1인당 국민총소득(GNI*)이 2년 연속 줄어들었어요(잠정). 이렇게 2년 연속으로 줄어든 건 2008년 글로벌 금융위기 이후 처음이라고. ",https://economist.co.kr/2021/09/02/policy/issue/20210902060100743.html
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"국내총생산(GDP**) 성장률은 더 심각해요. 작년 성장률이 -0.9%였거든요(잠정). 이게 얼마나 안 좋은 거냐면, 1998년 IMF(국제통화기금) 외환위기 이후로 22년 만에 처음으로 마이너스인 거라고.",https://www.mk.co.kr/news/economy/view/2021/06/555630/
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"다행히도 코로나19 4차 유행이 시작되기 전이었던 올해 상반기부터는 경제가 조금씩 회복되고 있었는데요. 하반기에 4차 유행이 시작된 후 사회적 거리두기가 다시 강화됐던 터라, 상황을 좀 더 지켜봐야 할 것 같아요. ",https://www.hani.co.kr/arti/economy/economy_general/1010218.html
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"전문가들은 전 국민의 70%인 3600만 명이 접종을 완료할 것으로 예상되는 10월 말 쯤으로 내다보고 있어요(최근에는 70% 접종 완료 시점이 보름 정도 앞당겨질 수도 있다는 전망이 나와요). 실제로 정은경 질병관리청장은 지난 7일, 10월 말부터는 단계적으로 일상을 회복하는 위드 코로나 적용이 가능할 수 있을 거라고 했어요. 지난 8일에는 정부가 “9월 중 4차 대유행이 진정된다면 11월부터 단계적 일상 회복 방안을 적용할 것이다”라고 밝혔고요. 지금 상황으로 보면 이르면 10월 말, 늦어도 11월 중에는 방역 단계가 조금씩 완화될 것으로 보여요.",https://www.ytn.co.kr/_ln/0103_202109071402016082
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"정부 발표는 아니지만, 전문가들은 해외 사례를 바탕으로 여러 전망을 하고 있는데요: ",https://www.hankookilbo.com/News/Read/A2021090617090005436
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"변이 바이러스 감염력 너무 높아: 델타 변이 바이러스의 감염력이 코로나19 바이러스의 감염력보다 약 3배 높은데, 감염력이 매우 높은 델타 변이가 이미 확산한 지금 상황에서 방역을 완화하는 건 너무 위험해.",https://health.chosun.com/site/data/html_dir/2021/09/07/2021090701416.html
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"전 세계에서 가장 빠른 백신 접종 속도를 바탕으로 지난 6월 일상으로 돌아간 이스라엘. 이후 델타 변이가 확산되며 4차 유행이 시작됐지만 이스라엘은 최소한의 방역만 유지하며 ‘위드 코로나’를 이어갔는데요. 6월 중순 이후 다시 빠르게 늘었던 확진자 수가 최근 2개월 만에 줄어들기 시작했어요. 이스라엘은 부스터샷 접종도 가장 빠르게 추진하고 있는데요. 하지만 여전히 7천여 명의 확진자가 나오고 있어, 상황이 안정세라고 보기는 어려워요.",http://news.heraldcorp.com/view.php?ud=20210908000945
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"성인 인구 60% 이상이 백신 접종을 완료해 7월 중순에 ‘자유의 날’을 선언한 영국. 모임 인원 제한과 다중이용시설의 영업시간 제한을 모두 없앤 영국은 이제 실내에서도 마스크를 쓰지 않아도 되는데요. ‘위드 코로나’가 시작된 지 2개월이 지난 지금, 하루 확진자 수가 다시 4만 명을 넘었어요. 이런 상황에서 최근 영국 정부가 방역 규제를 더 풀기로 해, 전문가들이 걱정하고 있다고.",https://news.sbs.co.kr/news/endPage.do?news_id=N1006457688
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"코로나19 초반에는 엄격한 규제를 해 온 싱가포르. 하지만 지난 6월 “코로나19가 영원히 사라지지 않을 수 있기 때문에 코로나19와 함께 생활해야 한다”며 위드 코로나를 선언했어요. 마스크 착용 의무화와 영업시간 제한은 그대로 유지하며 방역 수준을 차근차근 낮췄는데요. 백신 접종 완료율이 80%나 되지만 확진자 수가 다시 늘어나고 있어요. 최근 하루 확진자 수는 4~600명대로, 작년 8월 이후 가장 많은 건데요. 싱가포르 정부는 이렇게 가다가는 한 달 후에는 하루 확진자 수가 2000명이 될 수 있다며, 앞으로 2주 동안 모임을 자제해달라고 했어요.",https://news.sbs.co.kr/news/endPage.do?news_id=N1006458216
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"덴마크도 지난 10일에 코로나19 방역을 사실상 해제했어요. 핀란드도 ‘위드 코로나’를 적극적으로 고려하고 있고요. 지난 6일 핀란드 총리는 “전 국민의 80%가 백신 접종을 완료하면 사회를 개방하고 제한을 해제할 것”이라며, 다음 달이면 가능할 거라고 밝혔어요. 코로나19 상황이 심각할 때에도 강력한 봉쇄 조치를 하지 않았던 스웨덴도 오는 29일부터 공공장소 인원 제한 등 일부 남아 있는 규제를 풀 예정이라고.",https://www.joongang.co.kr/article/25004924
19,피자스테이션,위드 코로나에 대한 (거의) 모든 것,2021/09/15,"정리해보면, 위드 코로나로 방역 시스템을 전환한 나라에서는 대부분 백신 접종률이 높아도 확진자가 계속 늘어나고 있는 것으로 보이는데요.우리나라 정부도 이런 해외 사례들을 예의주시하고 있어요. 한 정부 관계자는 “영국과 같은 형식의 위드 코로나는 우리나라에는 적합하지 않다”고 밝혔어요. 또 애초에 위드 코로나 이야기가 시작될 때부터 전문가들은 “위드 코로나와 강력한 사회적 거리두기는 함께 할 수 있다”고 강조했고요.",https://view.asiae.co.kr/article/2021090810430387793
